opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,account_missing,is_closed,sales_cycle_days
TR3TXXHF,Cassey Cress,GTX Plus Pro,Bubba Gump,Won,2017-05-24,2017-09-13,5778,FALSE,TRUE,112
SURL8H49,Donn Cantrell,MG Advanced,Bubba Gump,Won,2017-05-24,2017-09-10,3521,FALSE,TRUE,109
KMGXUADZ,Gladys Colclough,GTX Pro,Rundofase,Won,2017-05-24,2017-08-06,5109,FALSE,TRUE,74
X58FLJ8K,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,2017-05-24,2017-09-18,5190,FALSE,TRUE,117
7U81B9AQ,Maureen Marcano,GTX Plus Basic,Goodsilron,Won,2017-05-24,2017-09-27,940,FALSE,TRUE,126
WC8KQJV9,Rosalina Dieter,GTX Basic,Goodsilron,Won,2017-05-24,2017-08-06,647,FALSE,TRUE,74
FENOSL5C,Vicki Laflamme,GTX Plus Pro,Condax,Won,2017-05-24,2017-08-17,6206,FALSE,TRUE,85
PQ3CLZ2N,Violet Mclelland,MG Advanced,Massive Dynamic,Won,2017-05-24,2017-09-10,3158,FALSE,TRUE,109
N4ZJ2PJT,Wilburn Farren,MG Advanced,Donware,Won,2017-05-24,2017-08-19,2699,FALSE,TRUE,87
HZCF65PU,Boris Faz,GTX Plus Basic,Plussunin,Won,2017-05-25,2017-08-04,1302,FALSE,TRUE,71
TCTLOMKP,Cassey Cress,MG Advanced,Bioplex,Won,2017-05-25,2017-06-27,2993,FALSE,TRUE,33
O0NCMYX9,Cecily Lampkin,GTX Basic,Betatech,Won,2017-05-25,2017-06-05,460,FALSE,TRUE,11
HELQUZNO,Corliss Cosme,GTX Basic,Konex,Won,2017-05-25,2017-09-25,616,FALSE,TRUE,123
A3OROHUS,Darcel Schlecht,GTX Pro,Globex Corporation,Won,2017-05-25,2017-08-14,4270,FALSE,TRUE,81
DLQTM07N,Gladys Colclough,GTX Pro,Treequote,Won,2017-05-25,2017-08-22,4787,FALSE,TRUE,89
ZT2NKCV5,Jonathan Berthelot,MG Special,Hottechi,Won,2017-05-25,2017-05-31,55,FALSE,TRUE,6
I4YPNNTU,Jonathan Berthelot,MG Advanced,Funholding,Won,2017-05-25,2017-08-09,3808,FALSE,TRUE,76
KOYW9WIV,Lajuana Vencill,GTX Basic,Rundofase,Won,2017-05-25,2017-09-23,483,FALSE,TRUE,121
JRAAPD3L,Lajuana Vencill,MG Advanced,Warephase,Won,2017-05-25,2017-09-16,3727,FALSE,TRUE,114
21JDZDNJ,Markita Hansen,GTX Pro,Faxquote,Won,2017-05-25,2017-08-14,4738,FALSE,TRUE,81
EP0H3SJO,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,2017-05-25,2017-08-04,1275,FALSE,TRUE,71
GIP11NY3,Marty Freudenburg,MG Advanced,Treequote,Won,2017-05-25,2017-08-19,3428,FALSE,TRUE,86
PDXFONE0,Reed Clapper,GTX Pro,Mathtouch,Won,2017-05-25,2017-06-07,5420,FALSE,TRUE,13
DJDVV89L,Versie Hillebrand,MG Special,Dontechi,Won,2017-05-25,2017-06-11,59,FALSE,TRUE,17
GRRY4DQR,Boris Faz,GTX Basic,Silis,Won,2017-05-26,2017-09-15,561,FALSE,TRUE,112
S3JAC8GQ,Boris Faz,GTX Plus Basic,Zathunicon,Won,2017-05-26,2017-08-10,1354,FALSE,TRUE,76
E3JP7HCX,Cassey Cress,MG Special,The New York Inquirer,Won,2017-05-26,2017-09-18,44,FALSE,TRUE,115
FF5G00YD,Corliss Cosme,GTX Basic,Mathtouch,Won,2017-05-26,2017-09-18,560,FALSE,TRUE,115
5975TDTI,Corliss Cosme,GTX Pro,Donquadtech,Won,2017-05-26,2017-06-09,5324,FALSE,TRUE,14
GZU4ZSFE,Kami Bicknell,GTX Pro,Faxquote,Won,2017-05-26,2017-09-23,4924,FALSE,TRUE,120
E4KL4NGF,Kary Hendrixson,GTX Basic,Golddex,Won,2017-05-26,2017-08-07,571,FALSE,TRUE,73
QCH2R1VO,Kary Hendrixson,MG Advanced,Konex,Won,2017-05-26,2017-08-12,4022,FALSE,TRUE,78
DMUQAWQH,Maureen Marcano,GTX Plus Basic,Faxquote,Won,2017-05-26,2017-06-12,1030,FALSE,TRUE,17
09RN3MHV,Vicki Laflamme,GTX Pro,Kan-code,Won,2017-05-26,2017-09-21,5074,FALSE,TRUE,118
YW14K7PE,Wilburn Farren,GTX Plus Pro,Vehement Capital Partners,Won,2017-05-26,2017-09-23,5198,FALSE,TRUE,120
N1H9ILZ9,Anna Snelling,GTX Basic,Conecom,Won,2017-05-27,2017-09-03,576,FALSE,TRUE,99
V8RYC18P,Anna Snelling,MG Special,Stanredtax,Won,2017-05-27,2017-08-21,57,FALSE,TRUE,86
AR2T4LAR,Darcel Schlecht,GTX Pro,Scottech,Won,2017-05-27,2017-08-22,4432,FALSE,TRUE,87
GPC8PLM7,Donn Cantrell,GTX Basic,Kinnamplus,Won,2017-05-27,2017-09-02,481,FALSE,TRUE,98
JBCQ1ODR,James Ascencio,GTX Pro,Newex,Won,2017-05-27,2017-08-28,5293,FALSE,TRUE,93
PLYYX5CD,Jonathan Berthelot,GTX Plus Pro,Hottechi,Won,2017-05-27,2017-08-17,5769,FALSE,TRUE,82
JP2EY6QU,Jonathan Berthelot,GTX Pro,Globex Corporation,Won,2017-05-27,2017-09-02,4929,FALSE,TRUE,98
48INT6OA,Jonathan Berthelot,GTX Pro,Rundofase,Won,2017-05-27,2017-08-05,4924,FALSE,TRUE,70
9FH4OP4U,Kary Hendrixson,GTX Plus Pro,Faxquote,Won,2017-05-27,2017-08-04,5312,FALSE,TRUE,69
N128I4H8,Kary Hendrixson,MG Special,Nam-zim,Won,2017-05-27,2017-06-07,66,FALSE,TRUE,11
8NKLCSES,Marty Freudenburg,GTX Plus Basic,Toughzap,Won,2017-05-27,2017-06-18,1115,FALSE,TRUE,22
1ZMWMU21,Marty Freudenburg,MG Advanced,Conecom,Won,2017-05-27,2017-08-23,3407,FALSE,TRUE,88
R617R51D,Niesha Huffines,GTX Basic,Cancity,Won,2017-05-27,2017-09-03,540,FALSE,TRUE,99
W8E2YLNY,Reed Clapper,GTX Plus Basic,Acme Corporation,Won,2017-05-27,2017-09-04,1095,FALSE,TRUE,100
TX9VFL4J,Reed Clapper,GTX Plus Basic,Silis,Won,2017-05-27,2017-08-23,1019,FALSE,TRUE,88
9DEDEQ5O,Vicki Laflamme,GTX Pro,Green-Plus,Won,2017-05-27,2017-09-14,4477,FALSE,TRUE,110
Z8JLMCOM,Vicki Laflamme,GTX Pro,Hatfan,Won,2017-05-27,2017-06-02,4644,FALSE,TRUE,6
52Q1PYGW,Boris Faz,GTX Plus Basic,Zotware,Won,2017-05-28,2017-06-08,940,FALSE,TRUE,11
56ZJUSNG,Daniell Hammack,GTX Pro,Acme Corporation,Won,2017-05-28,2017-06-07,5378,FALSE,TRUE,10
Y92RU9V8,Daniell Hammack,GTX Pro,Kan-code,Won,2017-05-28,2017-06-15,4712,FALSE,TRUE,18
SXV6VZVC,Darcel Schlecht,GTX Plus Basic,Bioholding,Won,2017-05-28,2017-08-25,1118,FALSE,TRUE,89
BGY307FC,Donn Cantrell,GTX Plus Pro,Ganjaflex,Won,2017-05-28,2017-08-11,5695,FALSE,TRUE,75
BAN0BVHW,Donn Cantrell,GTX Pro,Yearin,Won,2017-05-28,2017-08-05,4462,FALSE,TRUE,69
Z75R686C,Hayden Neloms,MG Advanced,Singletechno,Won,2017-05-28,2017-08-28,3701,FALSE,TRUE,92
12GLKKV4,Markita Hansen,GTX Plus Basic,J-Texon,Won,2017-05-28,2017-06-08,941,FALSE,TRUE,11
VDD7H92Q,Maureen Marcano,GTX Plus Basic,Hatfan,Won,2017-05-28,2017-06-05,1171,FALSE,TRUE,8
83JP1K4E,Rosalina Dieter,GTK 500,Rantouch,Won,2017-05-28,2017-08-28,24899,FALSE,TRUE,92
ME3H0RUJ,Rosalina Dieter,MG Advanced,Rantouch,Won,2017-05-28,2017-09-21,3418,FALSE,TRUE,116
W8E76HJG,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-05-28,2017-06-08,537,FALSE,TRUE,11
IMB2N710,Zane Levy,GTX Plus Basic,Rantouch,Won,2017-05-28,2017-08-04,1053,FALSE,TRUE,68
OJBBZHM4,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-05-29,2017-06-11,497,FALSE,TRUE,13
2PQORQGO,Boris Faz,GTX Plus Pro,Zencorporation,Won,2017-05-29,2017-09-13,5714,FALSE,TRUE,107
I3RW4OMF,Cecily Lampkin,GTX Basic,Bioholding,Won,2017-05-29,2017-08-29,611,FALSE,TRUE,92
LG8ZAMCB,Corliss Cosme,GTX Pro,Opentech,Won,2017-05-29,2017-06-11,5642,FALSE,TRUE,13
XJ8UTM6B,Corliss Cosme,GTX Pro,Umbrella Corporation,Won,2017-05-29,2017-06-11,5081,FALSE,TRUE,13
CVGTFBZE,Darcel Schlecht,GTX Pro,Cancity,Won,2017-05-29,2017-08-02,3985,FALSE,TRUE,65
RW02HG5P,Donn Cantrell,MG Advanced,Bluth Company,Won,2017-05-29,2017-06-11,3313,FALSE,TRUE,13
7W8CQJ2Z,Elease Gluck,MG Advanced,Plexzap,Won,2017-05-29,2017-06-11,3850,FALSE,TRUE,13
M03IHS3P,Gladys Colclough,GTX Plus Basic,Scottech,Won,2017-05-29,2017-08-06,917,FALSE,TRUE,69
GX3SHSEA,Gladys Colclough,MG Special,Streethex,Won,2017-05-29,2017-08-08,56,FALSE,TRUE,71
Q808L4HZ,James Ascencio,GTX Pro,Newex,Won,2017-05-29,2017-08-07,5194,FALSE,TRUE,70
3GOXMQPF,Kary Hendrixson,GTX Plus Basic,Golddex,Won,2017-05-29,2017-08-17,1002,FALSE,TRUE,80
1WZ5N86Q,Kary Hendrixson,GTX Plus Pro,Hottechi,Won,2017-05-29,2017-08-17,6042,FALSE,TRUE,80
C3QK8M7F,Markita Hansen,GTX Plus Pro,Sonron,Won,2017-05-29,2017-06-15,4423,FALSE,TRUE,17
9BXXDYH9,Markita Hansen,MG Special,Groovestreet,Won,2017-05-29,2017-08-18,45,FALSE,TRUE,81
4X3H9YD5,Rosalina Dieter,GTK 500,Kan-code,Won,2017-05-29,2017-08-29,25791,FALSE,TRUE,92
K83L4L0I,Rosie Papadopoulos,MG Advanced,Mathtouch,Won,2017-05-29,2017-06-17,2918,FALSE,TRUE,19
E9C7WXQL,Versie Hillebrand,GTX Plus Basic,Streethex,Won,2017-05-29,2017-09-19,959,FALSE,TRUE,113
AAVJHH3M,Zane Levy,GTX Pro,Green-Plus,Won,2017-05-29,2017-06-06,5532,FALSE,TRUE,8
POLWB0UX,Corliss Cosme,GTX Pro,Xx-zobam,Won,2017-05-30,2017-06-06,4687,FALSE,TRUE,7
ZSHK2ZXD,Darcel Schlecht,GTX Basic,dambase,Won,2017-05-30,2017-06-21,602,FALSE,TRUE,22
PF7GFMLQ,Donn Cantrell,GTX Basic,Condax,Won,2017-05-30,2017-08-10,595,FALSE,TRUE,72
3R8PJCCW,Kary Hendrixson,MG Advanced,Blackzim,Won,2017-05-30,2017-09-03,2868,FALSE,TRUE,96
CPWTJ2WC,Marty Freudenburg,MG Advanced,Finhigh,Won,2017-05-30,2017-06-03,3236,FALSE,TRUE,4
NDVZAHYA,Vicki Laflamme,GTX Basic,Golddex,Won,2017-05-30,2017-08-15,524,FALSE,TRUE,77
1R8VKE8O,Vicki Laflamme,GTX Plus Pro,Golddex,Won,2017-05-30,2017-08-15,5631,FALSE,TRUE,77
LNX7ULEG,Zane Levy,GTX Plus Pro,Sonron,Won,2017-05-30,2017-08-22,5572,FALSE,TRUE,84
42N0IWF8,Zane Levy,GTX Pro,Condax,Won,2017-05-30,2017-06-05,5644,FALSE,TRUE,6
S1AU0IZX,Darcel Schlecht,GTX Pro,Inity,Won,2017-05-31,2017-06-04,4192,FALSE,TRUE,4
JSNPH01N,Elease Gluck,MG Special,Sonron,Won,2017-05-31,2017-06-10,56,FALSE,TRUE,10
CQDULMXS,Garret Kinder,GTX Basic,Gekko & Co,Won,2017-05-31,2017-08-05,607,FALSE,TRUE,66
VKM187MX,Gladys Colclough,MG Special,Condax,Won,2017-05-31,2017-06-09,48,FALSE,TRUE,9
ZE7PM90V,James Ascencio,GTX Basic,Blackzim,Won,2017-05-31,2017-08-23,570,FALSE,TRUE,84
CAAYFKK8,James Ascencio,GTX Plus Basic,Singletechno,Won,2017-05-31,2017-06-04,1056,FALSE,TRUE,4
NQZNAEYQ,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-05-31,2017-09-03,560,FALSE,TRUE,95
37B8ES7X,Kary Hendrixson,GTX Basic,Groovestreet,Won,2017-05-31,2017-06-21,588,FALSE,TRUE,21
KYABDCKE,Kary Hendrixson,GTX Pro,Y-corporation,Won,2017-05-31,2017-09-02,4356,FALSE,TRUE,94
3CP9VXC1,Kary Hendrixson,MG Special,Labdrill,Won,2017-05-31,2017-08-15,69,FALSE,TRUE,76
9XGT3451,Lajuana Vencill,GTX Basic,Rangreen,Won,2017-05-31,2017-08-02,505,FALSE,TRUE,63
AG0H8IAZ,Markita Hansen,GTX Basic,Sonron,Won,2017-05-31,2017-09-23,510,FALSE,TRUE,115
28FTXKAB,Markita Hansen,MG Advanced,Zoomit,Won,2017-05-31,2017-09-23,3722,FALSE,TRUE,115
ROUOR5L0,Maureen Marcano,GTX Plus Basic,Finjob,Won,2017-05-31,2017-08-02,1145,FALSE,TRUE,63
QPMZ5RG0,Moses Frase,MG Special,Streethex,Won,2017-05-31,2017-08-27,53,FALSE,TRUE,88
2PMIYAFN,Reed Clapper,GTX Plus Basic,Kan-code,Won,2017-05-31,2017-06-15,1120,FALSE,TRUE,15
CRWE8FRT,Reed Clapper,MG Advanced,Initech,Won,2017-05-31,2017-09-22,3404,FALSE,TRUE,114
6FI9HAX7,Versie Hillebrand,MG Special,Ron-tech,Won,2017-05-31,2017-06-13,46,FALSE,TRUE,13
JL86Q0B4,Wilburn Farren,MG Special,The New York Inquirer,Won,2017-05-31,2017-06-14,53,FALSE,TRUE,14
C2MKJA8V,Zane Levy,GTX Pro,Condax,Won,2017-05-31,2017-06-05,4988,FALSE,TRUE,5
IJ4Y77D9,Zane Levy,MG Special,Rantouch,Won,2017-05-31,2017-08-12,53,FALSE,TRUE,73
CGCPVYNI,Anna Snelling,GTX Basic,Isdom,Won,2017-06-01,2017-06-08,523,FALSE,TRUE,7
ST8ZOXKI,Anna Snelling,MG Special,Hottechi,Won,2017-06-01,2017-06-11,63,FALSE,TRUE,10
P07OGZ3F,Anna Snelling,MG Special,Stanredtax,Won,2017-06-01,2017-08-28,54,FALSE,TRUE,88
0DLEXLEV,Boris Faz,GTX Plus Pro,Yearin,Won,2017-06-01,2017-09-07,6117,FALSE,TRUE,98
27UN3UX8,Cassey Cress,GTX Plus Pro,Ontomedia,Won,2017-06-01,2017-06-09,5112,FALSE,TRUE,8
NR5D7201,Corliss Cosme,MG Advanced,Kan-code,Won,2017-06-01,2017-09-03,3527,FALSE,TRUE,94
C4FEG98K,Darcel Schlecht,GTX Basic,Inity,Won,2017-06-01,2017-06-14,565,FALSE,TRUE,13
EKH5O1HH,Darcel Schlecht,MG Advanced,Ron-tech,Won,2017-06-01,2017-06-09,3771,FALSE,TRUE,8
ZT6D57ED,Gladys Colclough,GTX Plus Pro,Scottech,Won,2017-06-01,2017-09-02,6274,FALSE,TRUE,93
Q67320CY,Hayden Neloms,MG Advanced,Sunnamplex,Won,2017-06-01,2017-08-17,3480,FALSE,TRUE,77
K5NFTQRI,James Ascencio,GTX Plus Pro,Fasehatice,Won,2017-06-01,2017-08-16,5770,FALSE,TRUE,76
9WISPXZW,Reed Clapper,GTX Basic,Konex,Won,2017-06-01,2017-06-12,562,FALSE,TRUE,11
4ZGA57SX,Rosie Papadopoulos,GTX Pro,Mathtouch,Won,2017-06-01,2017-08-03,4686,FALSE,TRUE,63
JVIIWJDL,Violet Mclelland,MG Special,Opentech,Won,2017-06-01,2017-09-02,38,FALSE,TRUE,93
W8M8XI8Y,Zane Levy,MG Advanced,Finjob,Won,2017-06-01,2017-08-05,3184,FALSE,TRUE,65
MELHF0ZP,Anna Snelling,GTX Plus Pro,Rundofase,Won,2017-06-02,2017-09-17,5373,FALSE,TRUE,107
6SV2WYK4,Boris Faz,GTX Plus Basic,Bluth Company,Won,2017-06-02,2017-09-05,1239,FALSE,TRUE,95
IKQSEYPT,Cecily Lampkin,MG Special,Streethex,Won,2017-06-02,2017-06-12,52,FALSE,TRUE,10
ZN0FWO0L,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-06-02,2017-09-19,651,FALSE,TRUE,109
CPL37MZC,Darcel Schlecht,GTX Plus Pro,dambase,Won,2017-06-02,2017-08-02,6026,FALSE,TRUE,61
GM68OLDH,James Ascencio,GTX Plus Pro,Green-Plus,Won,2017-06-02,2017-09-05,5569,FALSE,TRUE,95
GIJ14130,Jonathan Berthelot,GTX Basic,Hottechi,Won,2017-06-02,2017-09-04,519,FALSE,TRUE,94
CUA83384,Kami Bicknell,GTX Basic,Scotfind,Won,2017-06-02,2017-09-05,558,FALSE,TRUE,95
ZGQI86AQ,Kary Hendrixson,GTX Basic,Sonron,Won,2017-06-02,2017-09-05,523,FALSE,TRUE,95
L8NLCWFS,Kary Hendrixson,GTX Pro,Scotfind,Won,2017-06-02,2017-08-20,4869,FALSE,TRUE,79
JDFQYP5L,Lajuana Vencill,GTX Basic,Stanredtax,Won,2017-06-02,2017-08-09,588,FALSE,TRUE,68
06AIY3IS,Marty Freudenburg,GTX Plus Pro,Condax,Won,2017-06-02,2017-08-21,5712,FALSE,TRUE,80
4LQAN2JX,Maureen Marcano,GTX Plus Basic,Golddex,Won,2017-06-02,2017-08-29,1046,FALSE,TRUE,88
84QGC91P,Maureen Marcano,MG Special,Singletechno,Won,2017-06-02,2017-08-17,54,FALSE,TRUE,76
98MASV7P,Reed Clapper,GTX Pro,Xx-zobam,Won,2017-06-02,2017-08-12,4933,FALSE,TRUE,71
QFBBRJL5,Reed Clapper,MG Special,Umbrella Corporation,Won,2017-06-02,2017-09-26,60,FALSE,TRUE,116
XCGW5K0N,Violet Mclelland,GTX Basic,Silis,Won,2017-06-02,2017-09-12,572,FALSE,TRUE,102
UUF8Z53N,Violet Mclelland,MG Special,Condax,Won,2017-06-02,2017-08-30,55,FALSE,TRUE,89
J6MIKNYJ,Violet Mclelland,MG Special,Xx-zobam,Won,2017-06-02,2017-08-22,51,FALSE,TRUE,81
VBN5T6F8,Cassey Cress,MG Special,Opentech,Won,2017-06-03,2017-08-31,59,FALSE,TRUE,89
W1J3L0EU,Daniell Hammack,GTX Pro,Betasoloin,Won,2017-06-03,2017-06-06,4492,FALSE,TRUE,3
LDAXEBR0,Jonathan Berthelot,GTX Basic,Treequote,Won,2017-06-03,2017-06-22,639,FALSE,TRUE,19
NGTMVX1C,Jonathan Berthelot,GTX Plus Basic,Globex Corporation,Won,2017-06-03,2017-06-21,1040,FALSE,TRUE,18
SFBHZLHK,Jonathan Berthelot,GTX Pro,Finhigh,Won,2017-06-03,2017-09-12,4138,FALSE,TRUE,101
6GY8Q8F0,Lajuana Vencill,MG Special,Funholding,Won,2017-06-03,2017-09-23,54,FALSE,TRUE,112
5JIXFMFY,Lajuana Vencill,MG Advanced,Inity,Won,2017-06-03,2017-09-14,3438,FALSE,TRUE,103
69XL3JMB,Marty Freudenburg,GTX Plus Basic,Isdom,Won,2017-06-03,2017-08-05,1017,FALSE,TRUE,63
DYWMK8OF,Rosalina Dieter,MG Advanced,Singletechno,Won,2017-06-03,2017-09-19,3314,FALSE,TRUE,108
URT8A7OQ,Versie Hillebrand,MG Special,Rangreen,Won,2017-06-03,2017-08-24,51,FALSE,TRUE,82
LGO0XF4X,Vicki Laflamme,MG Special,Kan-code,Won,2017-06-03,2017-09-10,50,FALSE,TRUE,99
Y46OEBEH,Violet Mclelland,MG Special,Zathunicon,Won,2017-06-03,2017-06-09,54,FALSE,TRUE,6
E884CL8B,Daniell Hammack,GTX Pro,Ontomedia,Won,2017-06-04,2017-06-17,4942,FALSE,TRUE,13
KVTBYOVD,Donn Cantrell,GTX Pro,Kan-code,Won,2017-06-04,2017-06-14,4612,FALSE,TRUE,10
ZA6CBQAL,Donn Cantrell,GTX Pro,Zotware,Won,2017-06-04,2017-06-20,4308,FALSE,TRUE,16
Y6YZXVTF,Donn Cantrell,MG Advanced,Massive Dynamic,Won,2017-06-04,2017-09-04,2876,FALSE,TRUE,92
SHETLR3T,Gladys Colclough,GTX Plus Pro,Warephase,Won,2017-06-04,2017-08-30,4990,FALSE,TRUE,87
3KZUBSRU,Hayden Neloms,GTX Plus Basic,Sonron,Won,2017-06-04,2017-09-09,1024,FALSE,TRUE,97
FA6JQ4V2,Kami Bicknell,MG Special,Lexiqvolax,Won,2017-06-04,2017-09-16,53,FALSE,TRUE,104
9KJ89VHI,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-06-04,2017-09-01,525,FALSE,TRUE,89
N3CN7GCZ,Kary Hendrixson,MG Special,Nam-zim,Won,2017-06-04,2017-08-27,60,FALSE,TRUE,84
KAHKF9H1,Markita Hansen,GTX Plus Basic,Scotfind,Won,2017-06-04,2017-06-08,967,FALSE,TRUE,4
IHF5GR01,Reed Clapper,GTX Basic,Initech,Won,2017-06-04,2017-06-14,524,FALSE,TRUE,10
81DUFIPO,Rosalina Dieter,MG Special,J-Texon,Won,2017-06-04,2017-09-10,57,FALSE,TRUE,98
EEBOSTAA,Versie Hillebrand,GTX Plus Pro,Warephase,Won,2017-06-04,2017-06-13,5056,FALSE,TRUE,9
9DDHZUZB,Vicki Laflamme,GTX Basic,Konex,Won,2017-06-04,2017-06-08,600,FALSE,TRUE,4
IWLEND3K,Cassey Cress,GTX Basic,Donware,Won,2017-06-05,2017-09-26,633,FALSE,TRUE,113
VICY80KW,Cassey Cress,GTX Pro,Vehement Capital Partners,Won,2017-06-05,2017-08-27,4994,FALSE,TRUE,83
H35AXY3M,Corliss Cosme,GTX Plus Basic,Kan-code,Won,2017-06-05,2017-06-10,899,FALSE,TRUE,5
VF7DWQIH,Darcel Schlecht,GTX Plus Pro,dambase,Won,2017-06-05,2017-08-25,5421,FALSE,TRUE,81
C7NW3JB2,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Won,2017-06-05,2017-08-23,5223,FALSE,TRUE,79
SUABQAC0,Darcel Schlecht,GTX Pro,Rundofase,Won,2017-06-05,2017-06-18,4794,FALSE,TRUE,13
6JWA8DFJ,Darcel Schlecht,GTX Pro,Toughzap,Won,2017-06-05,2017-09-06,4903,FALSE,TRUE,93
OEBJXZN6,Darcel Schlecht,MG Advanced,Dontechi,Won,2017-06-05,2017-08-13,3625,FALSE,TRUE,69
W5P1OLUL,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-05,2017-08-03,554,FALSE,TRUE,59
MASS6JEE,Kary Hendrixson,GTX Pro,Hatfan,Won,2017-06-05,2017-09-05,5039,FALSE,TRUE,92
XNC9UMYH,Markita Hansen,GTX Plus Basic,Faxquote,Won,2017-06-05,2017-08-30,1169,FALSE,TRUE,86
AUEAKRQV,Marty Freudenburg,GTX Pro,Toughzap,Won,2017-06-05,2017-09-19,5055,FALSE,TRUE,106
08Q8A6M9,Marty Freudenburg,MG Special,Scottech,Won,2017-06-05,2017-06-22,60,FALSE,TRUE,17
NTHLG5DT,Maureen Marcano,GTX Basic,Golddex,Won,2017-06-05,2017-09-08,595,FALSE,TRUE,95
Y5OZ7VOF,Maureen Marcano,MG Advanced,Plexzap,Won,2017-06-05,2017-06-21,3227,FALSE,TRUE,16
QMJHLT1V,Moses Frase,MG Special,Hottechi,Won,2017-06-05,2017-09-20,59,FALSE,TRUE,107
Q5JU0LZJ,Niesha Huffines,GTX Basic,Inity,Won,2017-06-05,2017-09-26,479,FALSE,TRUE,113
IRODLEGG,Niesha Huffines,MG Advanced,Globex Corporation,Won,2017-06-05,2017-09-14,3449,FALSE,TRUE,101
HTA6XLY3,Reed Clapper,MG Special,Massive Dynamic,Won,2017-06-05,2017-09-24,54,FALSE,TRUE,111
1BV5JLZV,Vicki Laflamme,MG Special,Doncon,Won,2017-06-05,2017-09-01,59,FALSE,TRUE,88
NXFAXN16,Anna Snelling,MG Special,Streethex,Won,2017-06-06,2017-09-27,55,FALSE,TRUE,113
FXXEZ5U2,Cassey Cress,MG Advanced,Initech,Won,2017-06-06,2017-08-09,3042,FALSE,TRUE,64
3F81XLI7,Corliss Cosme,GTX Pro,Ganjaflex,Won,2017-06-06,2017-08-11,4230,FALSE,TRUE,66
ID4LC9V5,Daniell Hammack,GTX Plus Basic,Initech,Won,2017-06-06,2017-08-15,979,FALSE,TRUE,70
IPQFYK0E,Daniell Hammack,GTX Plus Basic,Zotware,Won,2017-06-06,2017-06-17,1064,FALSE,TRUE,11
UU0F81HS,Daniell Hammack,GTX Pro,Xx-zobam,Won,2017-06-06,2017-08-20,5166,FALSE,TRUE,75
7SBDZJF4,Donn Cantrell,GTX Plus Basic,Bioplex,Won,2017-06-06,2017-08-23,1036,FALSE,TRUE,78
7UI7YX03,Elease Gluck,GTX Pro,Hottechi,Won,2017-06-06,2017-08-06,4330,FALSE,TRUE,61
BNYWSG6W,Gladys Colclough,MG Advanced,Hottechi,Won,2017-06-06,2017-09-13,3598,FALSE,TRUE,99
RC1YCAEP,James Ascencio,GTX Basic,Goodsilron,Won,2017-06-06,2017-08-16,431,FALSE,TRUE,71
MU6NOSH1,Jonathan Berthelot,GTX Basic,Funholding,Won,2017-06-06,2017-06-17,624,FALSE,TRUE,11
OFIORN0G,Jonathan Berthelot,GTX Plus Basic,Finhigh,Won,2017-06-06,2017-06-11,1140,FALSE,TRUE,5
PMHOZRJN,Kami Bicknell,MG Special,Condax,Won,2017-06-06,2017-09-17,62,FALSE,TRUE,103
YT9PLSVL,Lajuana Vencill,GTX Basic,Streethex,Won,2017-06-06,2017-09-15,584,FALSE,TRUE,101
BLFMYCVF,Markita Hansen,MG Special,Goodsilron,Won,2017-06-06,2017-08-19,57,FALSE,TRUE,74
379SDV6Y,Niesha Huffines,GTX Plus Basic,Statholdings,Won,2017-06-06,2017-08-05,1267,FALSE,TRUE,60
2756CEOQ,Vicki Laflamme,MG Special,Plusstrip,Won,2017-06-06,2017-09-16,55,FALSE,TRUE,102
Z4CFFZAW,Violet Mclelland,MG Special,Opentech,Won,2017-06-06,2017-09-10,63,FALSE,TRUE,96
I967JINR,Wilburn Farren,GTX Pro,Donquadtech,Won,2017-06-06,2017-09-05,3961,FALSE,TRUE,91
IE18U4NO,Wilburn Farren,MG Special,Zathunicon,Won,2017-06-06,2017-08-26,45,FALSE,TRUE,81
JNIMHE7Y,Anna Snelling,MG Special,Warephase,Won,2017-06-07,2017-08-20,61,FALSE,TRUE,74
QCIG6H19,Darcel Schlecht,GTX Plus Basic,Isdom,Won,2017-06-07,2017-08-31,1114,FALSE,TRUE,85
R7IIOFBH,Garret Kinder,GTX Basic,Kan-code,Won,2017-06-07,2017-08-05,566,FALSE,TRUE,59
6MTURF7Q,Hayden Neloms,MG Special,Green-Plus,Won,2017-06-07,2017-06-21,56,FALSE,TRUE,14
MWT1ZV0Y,Jonathan Berthelot,GTX Basic,Ron-tech,Won,2017-06-07,2017-06-18,627,FALSE,TRUE,11
B7Q6Q7S2,Markita Hansen,GTX Plus Basic,Dalttechnology,Won,2017-06-07,2017-08-16,1101,FALSE,TRUE,70
3DYZN86H,Markita Hansen,MG Advanced,Hottechi,Won,2017-06-07,2017-09-17,2979,FALSE,TRUE,102
