opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,account_missing,is_closed
IE18U4NO,Wilburn Farren,MG Special,Zathunicon,Won,2017-06-06,2017-08-26,45,FALSE,TRUE
JNIMHE7Y,Anna Snelling,MG Special,Warephase,Won,2017-06-07,2017-08-20,61,FALSE,TRUE
KUKJQX9Y,Cassey Cress,MG Advanced,Bubba Gump,Lost,2017-06-07,2017-09-08,0,FALSE,TRUE
QCIG6H19,Darcel Schlecht,GTX Plus Basic,Isdom,Won,2017-06-07,2017-08-31,1114,FALSE,TRUE
DW29KM30,Elease Gluck,MG Advanced,Zathunicon,Engaging,2017-06-07,NA,NA,FALSE,FALSE
R7IIOFBH,Garret Kinder,GTX Basic,Kan-code,Won,2017-06-07,2017-08-05,566,FALSE,TRUE
Q7ST5E1W,Gladys Colclough,MG Advanced,dambase,Lost,2017-06-07,2017-08-20,0,FALSE,TRUE
6MTURF7Q,Hayden Neloms,MG Special,Green-Plus,Won,2017-06-07,2017-06-21,56,FALSE,TRUE
MWT1ZV0Y,Jonathan Berthelot,GTX Basic,Ron-tech,Won,2017-06-07,2017-06-18,627,FALSE,TRUE
RKVXBXBM,Markita Hansen,MG Special,Unknown Account,Engaging,2017-06-07,NA,NA,TRUE,FALSE
B7Q6Q7S2,Markita Hansen,GTX Plus Basic,Dalttechnology,Won,2017-06-07,2017-08-16,1101,FALSE,TRUE
3DYZN86H,Markita Hansen,MG Advanced,Hottechi,Won,2017-06-07,2017-09-17,2979,FALSE,TRUE
QYKTG5QA,Marty Freudenburg,MG Advanced,Isdom,Lost,2017-06-07,2017-09-04,0,FALSE,TRUE
67CKCI5G,Reed Clapper,GTX Pro,Gekko & Co,Lost,2017-06-07,2017-08-05,0,FALSE,TRUE
2O1IK8VR,Versie Hillebrand,MG Advanced,Warephase,Won,2017-06-07,2017-06-17,3662,FALSE,TRUE
C6TQMD3C,Vicki Laflamme,GTX Plus Pro,Unknown Account,Engaging,2017-06-07,NA,NA,TRUE,FALSE
IQMW1VDP,Violet Mclelland,MG Special,Unknown Account,Engaging,2017-06-07,NA,NA,TRUE,FALSE
R9AVNYCO,Zane Levy,GTX Plus Basic,Conecom,Engaging,2017-06-07,NA,NA,FALSE,FALSE
G1AKE0NR,Zane Levy,GTX Pro,Unknown Account,Engaging,2017-06-07,NA,NA,TRUE,FALSE
N8NQK8K7,Zane Levy,GTX Pro,Dalttechnology,Lost,2017-06-07,2017-08-22,0,FALSE,TRUE
V93EX6XU,Zane Levy,GTX Pro,Nam-zim,Won,2017-06-07,2017-08-17,5185,FALSE,TRUE
5QNUZYIL,Boris Faz,MG Advanced,Umbrella Corporation,Won,2017-06-08,2017-06-24,3681,FALSE,TRUE
WX63AIMZ,Cecily Lampkin,MG Special,Dontechi,Won,2017-06-08,2017-06-18,59,FALSE,TRUE
09P7O0LQ,Cecily Lampkin,MG Special,Finhigh,Won,2017-06-08,2017-09-13,60,FALSE,TRUE
GYS3APR7,Corliss Cosme,GTX Basic,Bluth Company,Won,2017-06-08,2017-08-05,602,FALSE,TRUE
9VF00HWL,Corliss Cosme,GTX Basic,Xx-zobam,Won,2017-06-08,2017-08-12,515,FALSE,TRUE
UTJGDR3K,Darcel Schlecht,GTX Pro,Streethex,Lost,2017-06-08,2017-08-25,0,FALSE,TRUE
MD0SRXG4,Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,2017-06-08,2017-06-21,5175,FALSE,TRUE
E0ITYYTG,Donn Cantrell,GTX Pro,Acme Corporation,Lost,2017-06-08,2017-08-27,0,FALSE,TRUE
PGK5K24U,Donn Cantrell,GTX Pro,Plussunin,Won,2017-06-08,2017-08-28,4780,FALSE,TRUE
AY3KTIXX,James Ascencio,GTX Plus Pro,Cheers,Engaging,2017-06-08,NA,NA,FALSE,FALSE
X46ZXX2S,Jonathan Berthelot,GTX Plus Basic,Globex Corporation,Lost,2017-06-08,2017-08-11,0,FALSE,TRUE
4QP55BTO,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-06-08,2017-06-16,614,FALSE,TRUE
G6X1B2K5,Jonathan Berthelot,GTX Basic,Rangreen,Won,2017-06-08,2017-09-13,532,FALSE,TRUE
0YCAS0B9,Jonathan Berthelot,GTX Plus Pro,Finhigh,Won,2017-06-08,2017-08-27,6096,FALSE,TRUE
6UZVABQR,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-06-08,2017-08-17,486,FALSE,TRUE
9NTDQ8ZC,Lajuana Vencill,GTX Basic,Funholding,Won,2017-06-08,2017-08-17,566,FALSE,TRUE
FCCI80H2,Markita Hansen,MG Special,Singletechno,Lost,2017-06-08,2017-06-22,0,FALSE,TRUE
ALQRAPZR,Markita Hansen,GTX Plus Basic,Green-Plus,Won,2017-06-08,2017-06-16,923,FALSE,TRUE
7SPRU76Q,Markita Hansen,GTX Pro,Hottechi,Won,2017-06-08,2017-09-30,4744,FALSE,TRUE
JEMEGXUG,Marty Freudenburg,GTX Basic,Warephase,Won,2017-06-08,2017-08-19,517,FALSE,TRUE
GVHIFUN1,Marty Freudenburg,GTX Plus Basic,Zumgoity,Won,2017-06-08,2017-06-14,881,FALSE,TRUE
RBB3C85Q,Marty Freudenburg,GTX Pro,Gogozoom,Won,2017-06-08,2017-06-24,4272,FALSE,TRUE
WFP9J5J7,Maureen Marcano,GTX Pro,Finjob,Lost,2017-06-08,2017-08-26,0,FALSE,TRUE
8I4915WD,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,2017-06-08,2017-09-02,805,FALSE,TRUE
S2J63YRV,Rosie Papadopoulos,MG Special,Unknown Account,Engaging,2017-06-08,NA,NA,TRUE,FALSE
L831D7DF,Versie Hillebrand,MG Special,Funholding,Lost,2017-06-08,2017-08-18,0,FALSE,TRUE
839DCVT2,Versie Hillebrand,MG Special,Codehow,Won,2017-06-08,2017-09-13,55,FALSE,TRUE
D17T8PTH,Vicki Laflamme,GTX Basic,Unknown Account,Engaging,2017-06-08,NA,NA,TRUE,FALSE
EJ0EF8S1,Vicki Laflamme,GTX Basic,Sunnamplex,Won,2017-06-08,2017-06-15,507,FALSE,TRUE
0ORRC53X,Zane Levy,GTX Basic,Finjob,Won,2017-06-08,2017-09-08,520,FALSE,TRUE
3QTN3F5T,Anna Snelling,MG Advanced,Isdom,Won,2017-06-09,2017-08-15,3470,FALSE,TRUE
SY6BWRRO,Boris Faz,GTX Pro,Vehement Capital Partners,Lost,2017-06-09,2017-08-14,0,FALSE,TRUE
JW5SYMNS,Cassey Cress,GTX Plus Basic,Zotware,Won,2017-06-09,2017-08-22,1176,FALSE,TRUE
FHM7LYZ3,Corliss Cosme,MG Special,Unknown Account,Engaging,2017-06-09,NA,NA,TRUE,FALSE
REO3FMSB,Corliss Cosme,MG Advanced,Massive Dynamic,Engaging,2017-06-09,NA,NA,FALSE,FALSE
BJJQSJD8,Daniell Hammack,GTX Plus Basic,Zotware,Engaging,2017-06-09,NA,NA,FALSE,FALSE
VP2CW520,Darcel Schlecht,GTX Plus Basic,Treequote,Lost,2017-06-09,2017-08-26,0,FALSE,TRUE
2F0RUQ0B,Donn Cantrell,GTX Pro,Zotware,Won,2017-06-09,2017-08-02,4517,FALSE,TRUE
XUP62FUM,James Ascencio,GTX Plus Pro,Rantouch,Won,2017-06-09,2017-08-16,5125,FALSE,TRUE
T56J7ES7,Kami Bicknell,GTX Plus Basic,Nam-zim,Engaging,2017-06-09,NA,NA,FALSE,FALSE
MUIT1E0M,Kami Bicknell,GTX Pro,Kan-code,Won,2017-06-09,2017-06-19,5339,FALSE,TRUE
D7XNUYJD,Kary Hendrixson,GTX Pro,Plusstrip,Lost,2017-06-09,2017-08-19,0,FALSE,TRUE
ORG6MXKF,Markita Hansen,GTX Plus Basic,Condax,Won,2017-06-09,2017-06-26,1135,FALSE,TRUE
VS4UFFLH,Maureen Marcano,MG Special,Kan-code,Won,2017-06-09,2017-09-05,52,FALSE,TRUE
VUYQCXTY,Moses Frase,GTX Plus Basic,Bioholding,Won,2017-06-09,2017-08-04,1017,FALSE,TRUE
YFJKP42F,Moses Frase,MG Advanced,Codehow,Won,2017-06-09,2017-06-27,3681,FALSE,TRUE
OES8ZX7B,Niesha Huffines,GTX Plus Basic,Rundofase,Lost,2017-06-09,2017-08-04,0,FALSE,TRUE
V9FD3EYK,Reed Clapper,GTX Pro,Mathtouch,Won,2017-06-09,2017-09-22,4370,FALSE,TRUE
3C9CWV6J,Cassey Cress,MG Advanced,Iselectrics,Won,2017-06-10,2017-06-14,3772,FALSE,TRUE
NDGQ0H91,Cassey Cress,MG Advanced,Sumace,Won,2017-06-10,2017-06-28,2871,FALSE,TRUE
OU9O62Y7,Cecily Lampkin,GTX Plus Pro,Cancity,Won,2017-06-10,2017-08-04,4749,FALSE,TRUE
LFQCLMMG,Corliss Cosme,MG Special,Ganjaflex,Lost,2017-06-10,2017-08-27,0,FALSE,TRUE
3ZG0719M,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-06-10,2017-08-26,1075,FALSE,TRUE
EMIAKHPF,Donn Cantrell,GTX Plus Pro,Kinnamplus,Won,2017-06-10,2017-09-21,5051,FALSE,TRUE
GG85QBTM,Elease Gluck,GTK 500,Lexiqvolax,Engaging,2017-06-10,NA,NA,FALSE,FALSE
MKEVYIDI,Jonathan Berthelot,GTX Plus Basic,Isdom,Won,2017-06-10,2017-06-17,834,FALSE,TRUE
IFNT8NLL,Kami Bicknell,MG Special,Green-Plus,Lost,2017-06-10,2017-08-07,0,FALSE,TRUE
EWRVDN3U,Marty Freudenburg,MG Advanced,Toughzap,Lost,2017-06-10,2017-09-19,0,FALSE,TRUE
WEGC0W05,Marty Freudenburg,MG Special,Rangreen,Won,2017-06-10,2017-06-19,54,FALSE,TRUE
HZ283240,Niesha Huffines,GTX Basic,Streethex,Lost,2017-06-10,2017-09-07,0,FALSE,TRUE
3J1W4LM0,Niesha Huffines,GTX Basic,Domzoom,Won,2017-06-10,2017-06-21,527,FALSE,TRUE
1RIY3IBH,Niesha Huffines,MG Advanced,Globex Corporation,Won,2017-06-10,2017-06-12,2724,FALSE,TRUE
6NZH6X7G,Reed Clapper,GTX Plus Pro,Betasoloin,Lost,2017-06-10,2017-06-21,0,FALSE,TRUE
DJ2GWNGZ,Reed Clapper,GTX Basic,Kinnamplus,Won,2017-06-10,2017-09-05,551,FALSE,TRUE
LC2RIMSX,Rosalina Dieter,GTX Pro,Vehement Capital Partners,Engaging,2017-06-10,NA,NA,FALSE,FALSE
S02S3TVE,Vicki Laflamme,GTX Plus Basic,Plusstrip,Won,2017-06-10,2017-06-21,1118,FALSE,TRUE
34YT99YN,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,2017-06-10,2017-08-23,6094,FALSE,TRUE
N33B6LND,Wilburn Farren,MG Special,Gekko & Co,Lost,2017-06-10,2017-08-22,0,FALSE,TRUE
RUAU1ORD,Zane Levy,GTX Basic,Unknown Account,Engaging,2017-06-10,NA,NA,TRUE,FALSE
C7NBDKVV,Zane Levy,GTX Basic,Nam-zim,Won,2017-06-10,2017-08-06,556,FALSE,TRUE
9YVSYSE8,Anna Snelling,GTX Basic,Globex Corporation,Lost,2017-06-11,2017-09-16,0,FALSE,TRUE
VUF34IPC,Anna Snelling,MG Special,Rangreen,Won,2017-06-11,2017-09-13,49,FALSE,TRUE
ONUWPAJM,Cassey Cress,GTX Plus Basic,Silis,Lost,2017-06-11,2017-09-11,0,FALSE,TRUE
A50JWKFS,Cecily Lampkin,GTX Plus Basic,Streethex,Won,2017-06-11,2017-09-25,1001,FALSE,TRUE
JP72AC6I,Corliss Cosme,MG Advanced,The New York Inquirer,Won,2017-06-11,2017-09-16,3777,FALSE,TRUE
9SZTURAF,Daniell Hammack,GTX Plus Basic,Initech,Won,2017-06-11,2017-08-17,892,FALSE,TRUE
LB8UE159,Daniell Hammack,GTX Plus Pro,Iselectrics,Won,2017-06-11,2017-06-19,5353,FALSE,TRUE
QYWZZ16B,Darcel Schlecht,GTX Pro,Betatech,Won,2017-06-11,2017-06-24,4410,FALSE,TRUE
IJNOVBGU,Darcel Schlecht,MG Advanced,Konmatfix,Won,2017-06-11,2017-09-03,3768,FALSE,TRUE
KYL4UFG5,Donn Cantrell,GTX Basic,Bluth Company,Lost,2017-06-11,2017-08-29,0,FALSE,TRUE
QFBITAKR,James Ascencio,GTX Basic,J-Texon,Won,2017-06-11,2017-08-10,507,FALSE,TRUE
VSZ4UVVN,Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,2017-06-11,2017-09-20,1144,FALSE,TRUE
31C5DVJT,Kary Hendrixson,MG Special,Cheers,Won,2017-06-11,2017-09-22,44,FALSE,TRUE
EG3KHGPL,Lajuana Vencill,MG Advanced,Treequote,Won,2017-06-11,2017-06-27,3470,FALSE,TRUE
ZI89S9HC,Markita Hansen,MG Advanced,Dalttechnology,Engaging,2017-06-11,NA,NA,FALSE,FALSE
LSJ2A8ZX,Markita Hansen,GTK 500,Cheers,Won,2017-06-11,2017-09-26,29166,FALSE,TRUE
9D06AK8T,Markita Hansen,GTX Plus Basic,Kan-code,Won,2017-06-11,2017-08-10,1045,FALSE,TRUE
PPXIWYMT,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,2017-06-11,2017-09-12,951,FALSE,TRUE
5653N8BM,Rosie Papadopoulos,GTX Plus Basic,Zoomit,Engaging,2017-06-11,NA,NA,FALSE,FALSE
YWKJW726,Versie Hillebrand,MG Special,Stanredtax,Won,2017-06-11,2017-08-20,43,FALSE,TRUE
ZVT9J7V1,Versie Hillebrand,MG Special,Zumgoity,Won,2017-06-11,2017-06-15,55,FALSE,TRUE
477HSG28,Vicki Laflamme,GTX Basic,Unknown Account,Engaging,2017-06-11,NA,NA,TRUE,FALSE
NOBIC0PD,Cassey Cress,GTX Pro,Kan-code,Won,2017-06-12,2017-08-17,4294,FALSE,TRUE
UKECBJV5,Cecily Lampkin,GTX Plus Pro,Streethex,Won,2017-06-12,2017-08-29,4961,FALSE,TRUE
YT34YUZN,Corliss Cosme,GTX Pro,Betasoloin,Engaging,2017-06-12,NA,NA,FALSE,FALSE
UWVT8M2Y,Corliss Cosme,GTX Basic,Iselectrics,Lost,2017-06-12,2017-08-18,0,FALSE,TRUE
FU00L2Y2,Daniell Hammack,GTX Pro,Ontomedia,Won,2017-06-12,2017-09-23,4506,FALSE,TRUE
518D68L9,Donn Cantrell,GTX Pro,Zencorporation,Lost,2017-06-12,2017-06-26,0,FALSE,TRUE
AOZKTGZG,Elease Gluck,GTX Basic,Singletechno,Won,2017-06-12,2017-08-22,608,FALSE,TRUE
TKN1L8EX,Garret Kinder,GTX Plus Basic,Zathunicon,Won,2017-06-12,2017-09-20,851,FALSE,TRUE
9GQ6HQLK,Gladys Colclough,GTX Plus Basic,Inity,Won,2017-06-12,2017-09-20,1143,FALSE,TRUE
0RL4RHQJ,Gladys Colclough,GTX Plus Pro,Globex Corporation,Won,2017-06-12,2017-06-25,6365,FALSE,TRUE
ZE9WX1Q9,Hayden Neloms,MG Special,Fasehatice,Won,2017-06-12,2017-08-21,54,FALSE,TRUE
MCA0202R,Kary Hendrixson,GTX Basic,Unknown Account,Engaging,2017-06-12,NA,NA,TRUE,FALSE
QY6MB3QJ,Kary Hendrixson,GTX Basic,Sunnamplex,Lost,2017-06-12,2017-08-14,0,FALSE,TRUE
RUYLZD4O,Kary Hendrixson,GTX Pro,Sonron,Won,2017-06-12,2017-06-29,4798,FALSE,TRUE
BOVKZHAZ,Markita Hansen,MG Special,Doncon,Lost,2017-06-12,2017-08-29,0,FALSE,TRUE
3X5BD9NU,Markita Hansen,GTX Pro,Fasehatice,Won,2017-06-12,2017-06-25,4733,FALSE,TRUE
YT8YYRTU,Maureen Marcano,GTX Plus Basic,Cheers,Won,2017-06-12,2017-08-29,1250,FALSE,TRUE
6V7OMXY5,Maureen Marcano,GTX Plus Pro,Faxquote,Won,2017-06-12,2017-09-01,5966,FALSE,TRUE
0TR3RU8A,Niesha Huffines,MG Special,Domzoom,Won,2017-06-12,2017-09-10,61,FALSE,TRUE
3A7G5K0E,Rosalina Dieter,GTX Basic,Unknown Account,Engaging,2017-06-12,NA,NA,TRUE,FALSE
WWCMITY9,Rosalina Dieter,GTX Pro,Funholding,Engaging,2017-06-12,NA,NA,FALSE,FALSE
TNWCER5C,Rosie Papadopoulos,GTX Plus Basic,Unknown Account,Engaging,2017-06-12,NA,NA,TRUE,FALSE
GTOKTXRA,Vicki Laflamme,MG Special,Scotfind,Won,2017-06-12,2017-09-20,48,FALSE,TRUE
SE6OIGYN,Violet Mclelland,GTX Plus Basic,Isdom,Engaging,2017-06-12,NA,NA,FALSE,FALSE
PBJ01MRE,Violet Mclelland,MG Special,Zathunicon,Won,2017-06-12,2017-09-21,53,FALSE,TRUE
L2NXQFPN,Zane Levy,MG Special,Cheers,Lost,2017-06-12,2017-06-20,0,FALSE,TRUE
0XWCTQL2,Zane Levy,MG Special,Doncon,Won,2017-06-12,2017-08-18,51,FALSE,TRUE
SY72RAK2,Zane Levy,MG Advanced,Cheers,Won,2017-06-12,2017-09-04,3314,FALSE,TRUE
38YQ4771,Anna Snelling,MG Advanced,Treequote,Lost,2017-06-13,2017-08-20,0,FALSE,TRUE
K7FBRQCA,Anna Snelling,MG Special,Genco Pura Olive Oil Company,Won,2017-06-13,2017-09-25,64,FALSE,TRUE
F4V2FXK0,Anna Snelling,MG Special,Isdom,Won,2017-06-13,2017-06-24,58,FALSE,TRUE
WTAM4BED,Cassey Cress,MG Special,Unknown Account,Engaging,2017-06-13,NA,NA,TRUE,FALSE
FZNEISTX,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,2017-06-13,2017-08-22,0,FALSE,TRUE
S34T8KPW,Cassey Cress,GTX Plus Pro,Massive Dynamic,Won,2017-06-13,2017-08-04,4598,FALSE,TRUE
5F40OSXS,Cassey Cress,MG Advanced,Mathtouch,Won,2017-06-13,2017-06-19,3424,FALSE,TRUE
AILF7GOP,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2017-06-13,2017-09-30,3399,FALSE,TRUE
LMJINVRQ,Daniell Hammack,GTX Plus Basic,Betasoloin,Lost,2017-06-13,2017-09-07,0,FALSE,TRUE
MHPI0ZW1,Darcel Schlecht,GTX Basic,Konmatfix,Lost,2017-06-13,2017-09-04,0,FALSE,TRUE
WJ81WITC,Darcel Schlecht,GTX Plus Pro,Betatech,Lost,2017-06-13,2017-08-16,0,FALSE,TRUE
AIAX4W1O,Darcel Schlecht,GTX Pro,Treequote,Won,2017-06-13,2017-09-10,5322,FALSE,TRUE
DFSRHCXU,Donn Cantrell,GTX Basic,Donquadtech,Won,2017-06-13,2017-08-28,496,FALSE,TRUE
1VFUCUWA,Garret Kinder,MG Advanced,Bubba Gump,Won,2017-06-13,2017-08-27,3279,FALSE,TRUE
3IIDRUGI,Gladys Colclough,MG Special,Scottech,Lost,2017-06-13,2017-09-28,0,FALSE,TRUE
3VLKZISJ,James Ascencio,MG Special,Scotfind,Won,2017-06-13,2017-06-27,68,FALSE,TRUE
2GN2TRVV,Jonathan Berthelot,GTX Basic,Treequote,Lost,2017-06-13,2017-08-23,0,FALSE,TRUE
7HSRDCCK,Kary Hendrixson,GTX Plus Pro,Unknown Account,Engaging,2017-06-13,NA,NA,TRUE,FALSE
WA4TPQ5U,Maureen Marcano,GTX Plus Basic,Zoomit,Engaging,2017-06-13,NA,NA,FALSE,FALSE
9C9GO9XO,Niesha Huffines,GTX Plus Basic,Funholding,Lost,2017-06-13,2017-08-21,0,FALSE,TRUE
ULES5Z21,Versie Hillebrand,MG Special,Bioholding,Won,2017-06-13,2017-06-15,59,FALSE,TRUE
IITSDWWL,Vicki Laflamme,MG Advanced,Fasehatice,Won,2017-06-13,2017-06-26,3205,FALSE,TRUE
8GYH6R9J,Wilburn Farren,GTX Basic,Mathtouch,Lost,2017-06-13,2017-06-27,0,FALSE,TRUE
C7ODMOS2,Zane Levy,MG Advanced,Unknown Account,Engaging,2017-06-13,NA,NA,TRUE,FALSE
8X890G2T,Anna Snelling,MG Special,Globex Corporation,Won,2017-06-14,2017-06-23,55,FALSE,TRUE
74YVUL52,Cassey Cress,GTX Basic,Bubba Gump,Lost,2017-06-14,2017-09-17,0,FALSE,TRUE
JS5N8USN,Corliss Cosme,GTX Plus Basic,Unknown Account,Engaging,2017-06-14,NA,NA,TRUE,FALSE
HH4I6PAY,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-06-14,2017-09-02,525,FALSE,TRUE
TAGD6XU9,Darcel Schlecht,MG Advanced,Isdom,Won,2017-06-14,2017-08-25,3455,FALSE,TRUE
IIREXAQX,Elease Gluck,MG Advanced,Faxquote,Won,2017-06-14,2017-06-25,3110,FALSE,TRUE
8GISH3I9,Garret Kinder,MG Special,Kinnamplus,Lost,2017-06-14,2017-06-27,0,FALSE,TRUE
6M89XBL0,Hayden Neloms,GTX Plus Pro,Scotfind,Won,2017-06-14,2017-09-11,5053,FALSE,TRUE
YT2QLCVS,Hayden Neloms,MG Advanced,Groovestreet,Won,2017-06-14,2017-06-28,3539,FALSE,TRUE
3VC45PML,James Ascencio,GTX Basic,Unknown Account,Engaging,2017-06-14,NA,NA,TRUE,FALSE
4ICL09BD,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-14,2017-08-23,580,FALSE,TRUE
YWWVWOO4,Kami Bicknell,MG Advanced,Rantouch,Lost,2017-06-14,2017-06-20,0,FALSE,TRUE
8TTFFCIK,Lajuana Vencill,MG Advanced,Warephase,Won,2017-06-14,2017-06-17,3468,FALSE,TRUE
5URQT67R,Markita Hansen,GTK 500,Treequote,Engaging,2017-06-14,NA,NA,FALSE,FALSE
YX4E972E,Markita Hansen,GTX Pro,Conecom,Engaging,2017-06-14,NA,NA,FALSE,FALSE
OG13XT4P,Niesha Huffines,MG Special,Ron-tech,Won,2017-06-14,2017-09-19,54,FALSE,TRUE
ZYRRGSQK,Reed Clapper,MG Advanced,Bluth Company,Lost,2017-06-14,2017-06-27,0,FALSE,TRUE
0LDX9VLO,Versie Hillebrand,MG Special,Scottech,Lost,2017-06-14,2017-08-11,0,FALSE,TRUE
XFFFWJQH,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-06-14,2017-08-20,0,FALSE,TRUE
KRSNQKC6,Boris Faz,GTX Plus Pro,Zotware,Won,2017-06-15,2017-06-28,6040,FALSE,TRUE
YY39ZQNV,Cassey Cress,GTX Pro,The New York Inquirer,Won,2017-06-15,2017-09-01,5857,FALSE,TRUE
YHVY1LHH,Cecily Lampkin,MG Advanced,dambase,Won,2017-06-15,2017-06-25,3785,FALSE,TRUE
2BG4ZR42,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,2017-06-15,2017-09-19,0,FALSE,TRUE
QQCIN1M4,Daniell Hammack,GTX Basic,Initech,Won,2017-06-15,2017-06-26,420,FALSE,TRUE
KIMW6PXN,Daniell Hammack,GTX Pro,Xx-zobam,Won,2017-06-15,2017-06-20,4939,FALSE,TRUE
AKFNIQR0,Darcel Schlecht,GTX Pro,Scottech,Won,2017-06-15,2017-06-30,4564,FALSE,TRUE
D5LEL3HF,Darcel Schlecht,MG Advanced,Rangreen,Won,2017-06-15,2017-09-09,2683,FALSE,TRUE
6X4EEUGA,Elease Gluck,GTK 500,Cheers,Won,2017-06-15,2017-06-30,25464,FALSE,TRUE
KTSB1KYT,Jonathan Berthelot,GTX Basic,Hottechi,Won,2017-06-15,2017-09-09,460,FALSE,TRUE
RB7IA4JX,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-15,2017-06-28,546,FALSE,TRUE
M4HY664H,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-06-15,2017-09-25,918,FALSE,TRUE
D2C191IK,Lajuana Vencill,MG Advanced,Domzoom,Lost,2017-06-15,2017-06-29,0,FALSE,TRUE
I2V3EPW7,Lajuana Vencill,MG Advanced,Toughzap,Won,2017-06-15,2017-08-02,3018,FALSE,TRUE
RB8LSFVK,Markita Hansen,MG Special,Sonron,Won,2017-06-15,2017-08-24,52,FALSE,TRUE
ZU3GICE9,Maureen Marcano,GTX Basic,Unknown Account,Engaging,2017-06-15,NA,NA,TRUE,FALSE
7SYJDW4L,Reed Clapper,MG Special,Bioplex,Won,2017-06-15,2017-08-04,50,FALSE,TRUE
OXNWRI4I,Rosalina Dieter,MG Special,Unknown Account,Engaging,2017-06-15,NA,NA,TRUE,FALSE
O7E0302B,Rosie Papadopoulos,GTX Basic,Xx-zobam,Won,2017-06-15,2017-09-13,524,FALSE,TRUE
U11XXNCF,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,2017-06-15,2017-06-29,3306,FALSE,TRUE
HKV37WU9,Vicki Laflamme,GTX Basic,Unknown Account,Engaging,2017-06-15,NA,NA,TRUE,FALSE
73FYEJQV,Vicki Laflamme,MG Special,Hatfan,Won,2017-06-15,2017-06-22,54,FALSE,TRUE
C4CQ8FZL,Vicki Laflamme,MG Special,Hottechi,Won,2017-06-15,2017-06-28,53,FALSE,TRUE
OJ1WKIVY,Wilburn Farren,GTX Basic,Zencorporation,Won,2017-06-15,2017-08-29,514,FALSE,TRUE
YXXWQA4G,Zane Levy,MG Advanced,Unknown Account,Engaging,2017-06-15,NA,NA,TRUE,FALSE
L1YN7LDL,Cassey Cress,MG Special,Bluth Company,Engaging,2017-06-16,NA,NA,FALSE,FALSE
N9ZXCBTU,Daniell Hammack,GTX Plus Basic,Konex,Won,2017-06-16,2017-06-25,985,FALSE,TRUE
RLHNJZBW,Darcel Schlecht,GTX Pro,Conecom,Won,2017-06-16,2017-08-11,5843,FALSE,TRUE
GKHTT70P,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Won,2017-06-16,2017-09-17,4577,FALSE,TRUE
GL8PN4LQ,Darcel Schlecht,MG Advanced,Isdom,Won,2017-06-16,2017-06-24,3323,FALSE,TRUE
TTVQT1YD,Donn Cantrell,MG Advanced,Betasoloin,Lost,2017-06-16,2017-08-31,0,FALSE,TRUE
NOHEK8PU,Donn Cantrell,GTX Basic,Ontomedia,Won,2017-06-16,2017-09-17,483,FALSE,TRUE
56AN1DXW,Garret Kinder,GTX Basic,Initech,Lost,2017-06-16,2017-08-22,0,FALSE,TRUE
WB44DF28,Garret Kinder,GTX Pro,Vehement Capital Partners,Won,2017-06-16,2017-09-18,5206,FALSE,TRUE
DJ60T39C,Gladys Colclough,MG Advanced,Finhigh,Won,2017-06-16,2017-09-04,3621,FALSE,TRUE
52H2CE10,Kami Bicknell,GTX Pro,Faxquote,Won,2017-06-16,2017-06-25,4756,FALSE,TRUE
PVDGIYSB,Lajuana Vencill,GTX Plus Basic,Isdom,Lost,2017-06-16,2017-08-29,0,FALSE,TRUE
F57Z7KJF,Lajuana Vencill,MG Advanced,Stanredtax,Won,2017-06-16,2017-06-24,3228,FALSE,TRUE
NEFPSWOJ,Markita Hansen,GTX Plus Basic,Toughzap,Engaging,2017-06-16,NA,NA,FALSE,FALSE
ZGSQMEQ9,Niesha Huffines,GTX Plus Basic,Bioholding,Won,2017-06-16,2017-09-17,1063,FALSE,TRUE
FM1RH52B,Reed Clapper,GTX Plus Basic,Yearin,Lost,2017-06-16,2017-08-19,0,FALSE,TRUE
PFKDTEYU,Rosie Papadopoulos,GTX Pro,Xx-zobam,Engaging,2017-06-16,NA,NA,FALSE,FALSE
3C5GNT3Q,Vicki Laflamme,MG Special,Unknown Account,Engaging,2017-06-16,NA,NA,TRUE,FALSE
0LRVHITK,Violet Mclelland,MG Special,Unknown Account,Engaging,2017-06-16,NA,NA,TRUE,FALSE
3NM7A8SX,Zane Levy,MG Advanced,Newex,Won,2017-06-16,2017-06-27,4234,FALSE,TRUE
